master_id,Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,Segment,interested_in_categories_12,
1edd1a8a-1a09-11ea-941b-000d3a38a36f,218,13,2504.61,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",
1eebd1c4-abc8-11e9-a2fc-000d3a38a36f,190,10,1125.64,2,5,5,255,cant_loose,"[ERKEK, KADIN]",
1ef9af74-2594-11ea-b1c8-000d3a38a36f,147,3,731.05,3,2,4,324,about_to_sleep,"[AKTIFCOCUK, ERKEK]",
1f691cd0-acfc-11e9-a2fc-000d3a38a36f,296,7,930.38,1,5,4,154,cant_loose,"[AKTIFCOCUK, KADIN]",
1f6ae350-a46c-11e9-a2fc-000d3a38a36f,253,7,479.92,2,5,3,253,cant_loose,[ERKEK],
1f72211a-a589-11e9-a2fc-000d3a38a36f,130,3,251.96,3,2,1,321,about_to_sleep,[ERKEK],
1f84b88e-1ae0-11eb-8d74-000d3a38a36f,52,2,466.46,5,1,3,513,new_customers,[ERKEK],
1f88ace0-a779-11e9-a2fc-000d3a38a36f,170,3,408.32,3,2,2,322,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
1fc6399c-faef-11e9-b138-000d3a38a36f,216,7,720.4,2,5,4,254,cant_loose,[ERKEK],
201b9d86-5ff0-11ea-8dd8-000d3a38a36f,128,2,242.94,3,1,1,311,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
202a42cc-a174-11e9-a2fc-000d3a38a36f,142,3,282.96,3,2,1,321,about_to_sleep,[COCUK],
203e7c40-58c2-11eb-9e65-000d3a38a36f,155,2,239.96,3,1,1,311,about_to_sleep,"[ERKEK, KADIN]",
20404e4c-9f61-11e9-a2fc-000d3a38a36f,165,2,338.99,3,1,2,312,about_to_sleep,"[ERKEK, KADIN]",
2042fb0e-324c-11eb-9088-000d3a38a36f,35,2,195.97,5,1,1,511,new_customers,[COCUK],
2049c722-a567-11e9-a2fc-000d3a38a36f,182,14,1820.39,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",
205a9746-52e1-11ea-9ade-000d3a38a36f,136,3,669.2,3,2,4,324,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
20a59f0a-ead2-11ea-9047-000d3a38a36f,117,2,321.97,3,1,2,312,about_to_sleep,"[ERKEK, AKTIFSPOR]",
20b0ed36-a223-11e9-a2fc-000d3a38a36f,175,2,296.98,3,1,1,311,about_to_sleep,[ERKEK],
20c64e8e-a69b-11e9-a2fc-000d3a38a36f,256,12,1191.83,2,5,5,255,cant_loose,[COCUK],
20ef5922-acf5-11e9-a2fc-000d3a38a36f,220,11,2219.59,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
2113e9c6-53b8-11ea-abe0-000d3a38a36f,138,3,429.94,3,2,2,322,about_to_sleep,[AKTIFCOCUK],
214bb132-f12d-11e9-9346-000d3a38a36f,194,7,1265.41,2,5,5,255,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
216f3308-5bdd-11ea-b0e0-000d3a38a36f,114,3,163.97,3,2,1,321,about_to_sleep,[ERKEK],
217ec300-adb3-11e9-a2fc-000d3a38a36f,364,10,1348.86,1,5,5,155,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",
21a46b10-26f2-11ea-aaaa-000d3a38a36f,195,7,1335.85,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]",
21c4722a-a0f1-11e9-a2fc-000d3a38a36f,275,9,846.47,1,5,4,154,cant_loose,"[ERKEK, KADIN]",
2208e6c0-2a45-11ea-99b3-000d3a38a36f,151,2,249.97,3,1,1,311,about_to_sleep,[ERKEK],
223e32a2-22ca-11eb-99f8-000d3a38a36f,135,2,275.71,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, KADIN]",
224779e0-230f-11ea-8523-000d3a38a36f,168,2,288.9,3,1,1,311,about_to_sleep,[AKTIFCOCUK],
2260e2c0-ac47-11e9-a2fc-000d3a38a36f,273,7,843.8,1,5,4,154,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]",
2278a084-ca48-11ea-a31e-000d3a38a36f,163,2,153.98,3,1,1,311,about_to_sleep,"[ERKEK, COCUK]",
227aaaee-b092-11e9-9757-000d3a38a36f,126,3,544.97,3,2,3,323,about_to_sleep,[ERKEK],
2290e8ee-af9e-11e9-a2fc-000d3a38a36f,367,11,1191.54,1,5,5,155,cant_loose,"[AKTIFCOCUK, KADIN]",
22c5adc2-e779-11ea-8f44-000d3a38a36f,142,3,305.47,3,2,2,322,about_to_sleep,[ERKEK],
22e75f5e-ab92-11e9-a2fc-000d3a38a36f,307,8,446.29,1,5,2,152,cant_loose,[ERKEK],
22ed0094-ad8f-11ea-b736-000d3a38a36f,165,3,526.7,3,2,3,323,about_to_sleep,"[ERKEK, AKTIFSPOR]",
230d54bc-49ac-11ea-8a4f-000d3a38a36f,125,2,289.96,3,1,1,311,about_to_sleep,[ERKEK],
234e17c8-541d-11eb-9e65-000d3a38a36f,164,3,329.4,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",
2364e38e-d865-11e9-93bc-000d3a38a36f,174,3,302.95,3,2,2,322,about_to_sleep,[COCUK],
23b9e4da-2e08-11ea-9ad5-000d3a38a36f,269,10,2031.17,1,5,5,155,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
23be2a1e-c56a-11ea-9dde-000d3a38a36f,158,3,274.97,3,2,1,321,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
23be3c34-d60a-11e9-93bc-000d3a38a36f,188,8,1635.5,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",
23fea878-ab80-11e9-a2fc-000d3a38a36f,194,7,1012.53,2,5,4,254,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
2413f32a-3bc8-11eb-a48e-000d3a38a36f,54,2,385.46,5,1,2,512,new_customers,"[ERKEK, AKTIFSPOR]",
24679300-2ab5-11eb-b280-000d3a38a36f,176,8,1766.25,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
2474d654-2d4b-11ea-827e-000d3a38a36f,170,2,592.88,3,1,3,313,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
24858684-31c8-11eb-860c-000d3a38a36f,150,2,400.08,3,1,2,312,about_to_sleep,"[COCUK, AKTIFSPOR]",
24e7d676-a804-11e9-a2fc-000d3a38a36f,207,9,1337.25,2,5,5,255,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]",
25203836-d67b-11e9-93bc-000d3a38a36f,140,2,377.7,3,1,2,312,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
255228f2-a5dc-11e9-a2fc-000d3a38a36f,190,10,1433.66,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",
25539dbe-2c04-11ea-91ab-000d3a38a36f,140,2,246.14,3,1,1,311,about_to_sleep,[ERKEK],
2579dc22-a84c-11e9-a2fc-000d3a38a36f,243,7,1590.3,2,5,5,255,cant_loose,"[COCUK, KADIN]",
2627ea76-38c3-11ea-85d6-000d3a38a36f,152,3,236.95,3,2,1,321,about_to_sleep,"[COCUK, AKTIFSPOR]",
26308442-bfa5-11ea-9c44-000d3a38a36f,62,2,195.48,5,1,1,511,new_customers,"[ERKEK, AKTIFSPOR]",
263a185e-b010-11e9-9757-000d3a38a36f,195,9,1327.39,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
263ac93e-d65d-11e9-93bc-000d3a38a36f,135,2,301.94,3,1,1,311,about_to_sleep,"[ERKEK, KADIN]",
2651e54a-b20b-11e9-89fa-000d3a38a36f,126,2,425.75,3,1,2,312,about_to_sleep,"[ERKEK, KADIN]",
266d0dc2-9fad-11e9-a2fc-000d3a38a36f,285,13,2308.79,1,5,5,155,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
26a03a58-afc0-11e9-9757-000d3a38a36f,217,11,1316,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
26f0f738-5bf3-11ea-aa73-000d3a38a36f,121,3,672.47,3,2,4,324,about_to_sleep,[ERKEK],
27544188-ae85-11e9-a2fc-000d3a38a36f,202,7,1484.5,2,5,5,255,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]",
275b64b2-a517-11e9-a2fc-000d3a38a36f,296,9,796.53,1,5,4,154,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",
2787b6ea-b0be-11e9-9757-000d3a38a36f,383,9,910.9,1,5,4,154,cant_loose,"[ERKEK, AKTIFSPOR]",
27ea3442-5b30-11ea-9450-000d3a38a36f,221,7,3240.46,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK]",
27ef5824-66e1-11eb-975c-000d3a38a36f,132,2,357.86,3,1,2,312,about_to_sleep,"[ERKEK, KADIN]",
27f11544-1ca3-11ea-a490-000d3a38a36f,176,7,1525.36,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
280962e2-abe8-11e9-a2fc-000d3a38a36f,123,3,403.96,3,2,2,322,about_to_sleep,[AKTIFCOCUK],
28238836-9f70-11e9-a2fc-000d3a38a36f,293,14,4398.62,1,5,5,155,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",
28536fc2-ff21-11e9-a5e8-000d3a38a36f,196,7,505.92,2,5,3,253,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]",
287be544-a763-11e9-a2fc-000d3a38a36f,355,7,660.88,1,5,4,154,cant_loose,"[ERKEK, KADIN]",
28a4e4ac-9e54-11e9-9897-000d3a38a36f,205,14,2213.47,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
28e70c9a-afdf-11ea-b736-000d3a38a36f,132,3,1050.38,3,2,5,325,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
28ed2304-d679-11e9-93bc-000d3a38a36f,133,2,115.97,3,1,1,311,about_to_sleep,[AKTIFCOCUK],
28f00236-7a7f-11ea-8f20-000d3a38a36f,256,11,1370.51,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]",
2910d944-d63c-11e9-93bc-000d3a38a36f,383,8,2590.62,1,5,5,155,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN]",
292258be-ae61-11eb-bbf8-000d3a38a36f,43,2,180.86,5,1,1,511,new_customers,[ERKEK],
2926e518-df0f-11ea-9c1f-000d3a38a36f,47,2,515.61,5,1,3,513,new_customers,"[ERKEK, KADIN, AKTIFSPOR]",
292c3fd0-24ee-11ea-bf27-000d3a38a36f,193,8,1097.62,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
29378cfe-5b45-11ea-a185-000d3a38a36f,147,3,676.15,3,2,4,324,about_to_sleep,"[ERKEK, KADIN]",
2939f2ca-ddb7-11e9-9cd3-000d3a38a36f,256,11,2709.66,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
29478c86-1940-11ea-b6a2-000d3a38a36f,131,3,906.68,3,2,4,324,about_to_sleep,[ERKEK],
296ac2c4-d64b-11e9-93bc-000d3a38a36f,168,2,269.98,3,1,1,311,about_to_sleep,[ERKEK],
2988594a-afba-11e9-9757-000d3a38a36f,117,2,244.98,3,1,1,311,about_to_sleep,[ERKEK],
2996b9e4-444e-11ea-8b43-000d3a38a36f,137,3,815.73,3,2,4,324,about_to_sleep,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",
2998a8c4-afef-11e9-9757-000d3a38a36f,155,3,250.96,3,2,1,321,about_to_sleep,[ERKEK],
2998ead2-ae9b-11e9-a2fc-000d3a38a36f,128,3,272.86,3,2,1,321,about_to_sleep,[ERKEK],
29c4a78e-97cb-11ea-9d91-000d3a38a36f,129,2,128.95,3,1,1,311,about_to_sleep,[COCUK],
29ea8c4e-da37-11e9-93bc-000d3a38a36f,277,8,1073.61,1,5,5,155,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
29ef573e-1f96-11ea-87bf-000d3a38a36f,149,3,450.86,3,2,2,322,about_to_sleep,"[ERKEK, AKTIFSPOR]",
2a033c6a-bdf0-11ea-aa61-000d3a38a36f,329,10,1032.85,1,5,5,155,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
2a05f002-2017-11eb-b272-000d3a38a36f,171,2,434.88,3,1,2,312,about_to_sleep,[ERKEK],
2a1933c6-a9ec-11e9-a2fc-000d3a38a36f,364,7,569.93,1,5,3,153,cant_loose,[COCUK],
2a1f1214-492e-11ea-bf43-000d3a38a36f,164,3,318.74,3,2,2,322,about_to_sleep,"[COCUK, KADIN]",
2a4ba544-2698-11ea-b9a0-000d3a38a36f,161,2,144.98,3,1,1,311,about_to_sleep,[ERKEK],
2a6807fa-abca-11e9-a2fc-000d3a38a36f,220,7,671.89,2,5,4,254,cant_loose,[COCUK],
2ac42ea4-9760-11ea-a9c8-000d3a38a36f,148,2,662.96,3,1,4,314,about_to_sleep,"[ERKEK, AKTIFSPOR]",
2b122c76-a41d-11e9-a2fc-000d3a38a36f,156,3,381.86,3,2,2,322,about_to_sleep,"[ERKEK, COCUK]",
2b60a666-a6ad-11e9-a2fc-000d3a38a36f,268,15,1441.65,1,5,5,155,cant_loose,"[ERKEK, KADIN]",
2b9598a4-c9e2-11ea-a31e-000d3a38a36f,164,2,454.72,3,1,2,312,about_to_sleep,"[COCUK, KADIN]",
2b9fe6b6-a7eb-11e9-a2fc-000d3a38a36f,167,2,180.87,3,1,1,311,about_to_sleep,[AKTIFCOCUK],
2bc7574a-a931-11e9-a2fc-000d3a38a36f,160,2,256.68,3,1,1,311,about_to_sleep,"[COCUK, AKTIFSPOR]",
2bf2cae2-a823-11e9-a2fc-000d3a38a36f,238,8,640.92,2,5,3,253,cant_loose,"[COCUK, KADIN]",
2c53cf72-a4bd-11e9-a2fc-000d3a38a36f,143,3,445.81,3,2,2,322,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]",
2c636ed4-a0f6-11e9-a2fc-000d3a38a36f,121,2,361.45,3,1,2,312,about_to_sleep,"[ERKEK, AKTIFSPOR]",
2c666002-a255-11e9-a2fc-000d3a38a36f,180,7,845.62,2,5,4,254,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]",
2caa8e06-2131-11eb-b361-000d3a38a36f,117,3,554.45,3,2,3,323,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
2cf42632-62ec-11ea-a6dc-000d3a38a36f,162,3,717.53,3,2,4,324,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
2d01412c-d6e8-11e9-93bc-000d3a38a36f,134,3,430.37,3,2,2,322,about_to_sleep,"[ERKEK, AKTIFSPOR]",
2d195762-9d85-11ea-9bf4-000d3a38a36f,358,8,443.91,1,5,2,152,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]",
2d4a5520-ae9c-11e9-a2fc-000d3a38a36f,172,3,787.78,3,2,4,324,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
2d5c7718-bb99-11ea-aed7-000d3a38a36f,42,2,431.96,5,1,2,512,new_customers,"[AKTIFCOCUK, COCUK]",
2dcdd11a-16e4-11ea-b4ec-000d3a38a36f,119,3,417.45,3,2,2,322,about_to_sleep,[AKTIFCOCUK],
2decba1c-b131-11e9-9757-000d3a38a36f,188,13,4417.56,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
2e112ef0-2b9e-11ea-853d-000d3a38a36f,63,2,172.97,5,1,1,511,new_customers,[COCUK],
2e14b63a-a889-11e9-a2fc-000d3a38a36f,184,25,4214.03,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",
2e22d7a8-a3d7-11e9-a2fc-000d3a38a36f,216,10,1615.56,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
2e27c8b6-acbb-11e9-a2fc-000d3a38a36f,301,9,1742.54,1,5,5,155,cant_loose,"[ERKEK, AKTIFSPOR]",
2e292f90-1d0d-11ea-a490-000d3a38a36f,161,2,225.62,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, COCUK]",
2e2c6264-a887-11e9-a2fc-000d3a38a36f,277,18,2711.07,1,5,5,155,cant_loose,"[ERKEK, COCUK, KADIN]",
2e3166b0-61eb-11ea-8dd8-000d3a38a36f,150,3,543.69,3,2,3,323,about_to_sleep,"[ERKEK, KADIN]",
2e6c4bda-b152-11e9-9757-000d3a38a36f,181,14,2261.81,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
2e6eda80-abf3-11e9-a2fc-000d3a38a36f,182,7,661.41,2,5,4,254,cant_loose,[COCUK],
2e9ebbce-5bcf-11ea-8866-000d3a38a36f,53,2,205.96,5,1,1,511,new_customers,"[ERKEK, COCUK]",
2ebf0a62-9f3e-11e9-9897-000d3a38a36f,231,9,1000.43,2,5,4,254,cant_loose,[ERKEK],
2f07b836-cc18-11ea-b305-000d3a38a36f,165,3,379.97,3,2,2,322,about_to_sleep,"[ERKEK, KADIN]",
2f23ca88-51ef-11ea-a243-000d3a38a36f,118,3,365.93,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",
2f29799e-1371-11eb-8ffc-000d3a38a36f,41,2,327.72,5,1,2,512,new_customers,"[ERKEK, AKTIFSPOR]",
2f7e8932-bd38-11ea-aa61-000d3a38a36f,275,8,667.66,1,5,4,154,cant_loose,"[ERKEK, KADIN]",
2f872aee-d6be-11e9-93bc-000d3a38a36f,184,12,3000.28,2,5,5,255,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",
2f9641bc-1b4e-11ea-9812-000d3a38a36f,214,9,1532.82,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
2f9e0d58-a438-11e9-a2fc-000d3a38a36f,140,2,204.97,3,1,1,311,about_to_sleep,"[ERKEK, AKTIFSPOR]",
2fc219f6-46b2-11ea-b6c0-000d3a38a36f,165,2,184.97,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, COCUK]",
2fd58316-43d1-11eb-806e-000d3a38a36f,114,2,459.98,3,1,3,313,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
2fee0408-60b5-11eb-9b71-000d3a38a36f,148,2,289.97,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, COCUK]",
2ff88bba-aa6a-11e9-a2fc-000d3a38a36f,190,24,4841.44,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
300afe28-bedf-11ea-958c-000d3a38a36f,124,3,542.38,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",
3031b986-c034-11ea-9c44-000d3a38a36f,52,2,337.65,5,1,2,512,new_customers,"[ERKEK, COCUK, KADIN]",
307bdab0-b055-11e9-9757-000d3a38a36f,148,3,425.93,3,2,2,322,about_to_sleep,"[COCUK, KADIN]",
30871346-a7fc-11e9-a2fc-000d3a38a36f,192,21,2382.42,2,5,5,255,cant_loose,[AKTIFCOCUK],
30c39f7a-9e54-11e9-9897-000d3a38a36f,296,8,1228.03,1,5,5,155,cant_loose,"[COCUK, KADIN]",
310e0d02-9f68-11e9-a2fc-000d3a38a36f,202,7,787.66,2,5,4,254,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]",
318e6c94-bc5a-11ea-aa61-000d3a38a36f,152,2,341.46,3,1,2,312,about_to_sleep,"[ERKEK, COCUK]",
326e0b4e-ac78-11e9-a2fc-000d3a38a36f,154,3,470.92,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",
327724f4-ae21-11e9-a2fc-000d3a38a36f,232,10,1087.93,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]",
328d030a-acff-11e9-a2fc-000d3a38a36f,190,12,2475.16,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",
32e3d168-af32-11ea-b736-000d3a38a36f,125,2,235.93,3,1,1,311,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
32f123ca-4990-11ea-8a4f-000d3a38a36f,160,3,316.45,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, KADIN]",
32fa78da-a580-11e9-a2fc-000d3a38a36f,353,7,514.87,1,5,3,153,cant_loose,"[AKTIFCOCUK, ERKEK]",
330a2286-31f6-11eb-860c-000d3a38a36f,118,2,302.96,3,1,2,312,about_to_sleep,"[AKTIFCOCUK, ERKEK, KADIN]",
332aca5c-ab94-11e9-a2fc-000d3a38a36f,167,3,315.93,3,2,2,322,about_to_sleep,"[ERKEK, AKTIFSPOR]",
334d94a4-1526-11eb-8ffc-000d3a38a36f,44,2,974.15,5,1,4,514,new_customers,[AKTIFCOCUK],
33a54b76-9e04-11e9-9897-000d3a38a36f,179,22,3666.96,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",
340fee28-ab46-11e9-a2fc-000d3a38a36f,115,3,270.85,3,2,1,321,about_to_sleep,[ERKEK],
345bdfba-a8e2-11e9-a2fc-000d3a38a36f,148,2,170.87,3,1,1,311,about_to_sleep,[ERKEK],
3492a686-5bb4-11eb-8dbd-000d3a38a36f,116,2,474.98,3,1,3,313,about_to_sleep,"[ERKEK, AKTIFSPOR]",
34dabff8-5bcd-11ea-965a-000d3a38a36f,142,3,141.04,3,2,1,321,about_to_sleep,[AKTIFCOCUK],
34e216ea-b12d-11e9-9757-000d3a38a36f,128,3,671.74,3,2,4,324,about_to_sleep,[ERKEK],
34ebde18-a779-11e9-a2fc-000d3a38a36f,206,12,1514.55,2,5,5,255,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
350facba-ac26-11e9-a2fc-000d3a38a36f,222,7,1235.37,2,5,5,255,cant_loose,[ERKEK],
35286cf4-9e5d-11e9-9897-000d3a38a36f,287,8,742.02,1,5,4,154,cant_loose,"[ERKEK, AKTIFSPOR]",
352b2622-a9fe-11e9-a2fc-000d3a38a36f,117,2,80.96,3,1,1,311,about_to_sleep,[COCUK],
359e4a8e-afb7-11ea-b736-000d3a38a36f,167,3,354.47,3,2,2,322,about_to_sleep,"[COCUK, AKTIFSPOR]",
35c07a08-907e-11ea-af25-000d3a38a36f,139,3,792.7,3,2,4,324,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
35c6f618-af9b-11e9-a2fc-000d3a38a36f,226,16,2120.44,2,5,5,255,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]",
363daf9a-aa70-11e9-a2fc-000d3a38a36f,151,3,287.97,3,2,1,321,about_to_sleep,[ERKEK],
364a32de-166c-11ea-aa74-000d3a38a36f,167,3,360.85,3,2,2,322,about_to_sleep,[ERKEK],
366eee14-a59f-11e9-a2fc-000d3a38a36f,297,9,1103.16,1,5,5,155,cant_loose,"[ERKEK, KADIN]",
367bfb14-b106-11e9-9757-000d3a38a36f,192,7,1579.53,2,5,5,255,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
36c10134-9ea3-11e9-9897-000d3a38a36f,367,9,971.85,1,5,4,154,cant_loose,"[AKTIFCOCUK, COCUK]",
36f54dde-25ff-11ea-8e1c-000d3a38a36f,142,3,456.95,3,2,3,323,about_to_sleep,[COCUK],
3736025c-171d-11ea-b4ec-000d3a38a36f,189,10,1501.84,2,5,5,255,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
37651e4c-6197-11ea-8dd8-000d3a38a36f,155,2,200.97,3,1,1,311,about_to_sleep,[AKTIFCOCUK],
3782c7be-9ed6-11e9-9897-000d3a38a36f,327,14,656.42,1,5,3,153,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",
379d0e1e-a6ae-11e9-a2fc-000d3a38a36f,362,7,529.9,1,5,3,153,cant_loose,"[ERKEK, COCUK]",
37c86d08-a739-11e9-a2fc-000d3a38a36f,135,2,110.87,3,1,1,311,about_to_sleep,[COCUK],
3812050c-53fa-11eb-9e65-000d3a38a36f,63,2,218.59,5,1,1,511,new_customers,[COCUK],
381563be-9e5c-11e9-9897-000d3a38a36f,215,18,2833.87,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
3820c10a-bc92-11ea-aa61-000d3a38a36f,38,2,550.96,5,1,3,513,new_customers,"[AKTIFCOCUK, AKTIFSPOR]",
384cc1fe-fe44-11e9-a5e8-000d3a38a36f,46,2,211.97,5,1,1,511,new_customers,[AKTIFCOCUK],
385edc24-b009-11e9-9757-000d3a38a36f,296,10,1380.69,1,5,5,155,cant_loose,[ERKEK],
3880fe94-9f4c-11e9-9897-000d3a38a36f,114,3,341.13,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",
38838c72-aa4b-11e9-a2fc-000d3a38a36f,252,11,1365.69,2,5,5,255,cant_loose,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",
38985080-9d6c-11e9-9897-000d3a38a36f,115,3,401.84,3,2,2,322,about_to_sleep,"[ERKEK, AKTIFSPOR]",
38b5f27c-5444-11ea-b1db-000d3a38a36f,168,3,219.95,3,2,1,321,about_to_sleep,[COCUK],
38c2c96e-adc9-11ea-b736-000d3a38a36f,42,2,871.96,5,1,4,514,new_customers,"[ERKEK, KADIN, AKTIFSPOR]",
38ca1544-a8b5-11e9-a2fc-000d3a38a36f,352,7,1340.74,1,5,5,155,cant_loose,[ERKEK],
38d63902-e0ac-11ea-b5cd-000d3a38a36f,139,2,372.77,3,1,2,312,about_to_sleep,"[COCUK, AKTIFSPOR]",
38eb3626-eacb-11ea-9047-000d3a38a36f,134,2,250.46,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]",
39362650-3f1c-11ea-b794-000d3a38a36f,165,2,119.98,3,1,1,311,about_to_sleep,[COCUK],
393d3d26-aabd-11e9-a2fc-000d3a38a36f,175,2,196.93,3,1,1,311,about_to_sleep,"[ERKEK, KADIN]",
394cdd9e-28a7-11eb-8a9b-000d3a38a36f,215,15,2135.04,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",
397a63e0-a6a8-11e9-a2fc-000d3a38a36f,163,3,268.37,3,2,1,321,about_to_sleep,[COCUK],
39941816-53bf-11ea-abe0-000d3a38a36f,170,3,618.96,3,2,3,323,about_to_sleep,"[ERKEK, AKTIFSPOR]",
39edf3ac-b10a-11e9-9757-000d3a38a36f,282,8,1047.82,1,5,5,155,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]",
39fdbc40-b14d-11e9-9757-000d3a38a36f,306,7,720.86,1,5,4,154,cant_loose,"[ERKEK, AKTIFSPOR]",
3a285f00-f4f4-11e9-9346-000d3a38a36f,160,3,529.96,3,2,3,323,about_to_sleep,[AKTIFCOCUK],
3a85dc22-12bb-11ea-a001-000d3a38a36f,146,3,383.95,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]",
3aa52386-afb8-11e9-9757-000d3a38a36f,170,3,469.93,3,2,3,323,about_to_sleep,[ERKEK],
3aabb51c-28e2-11eb-b7dd-000d3a38a36f,54,2,208.73,5,1,1,511,new_customers,[ERKEK],
3ad92b8e-5b3b-11ea-8e25-000d3a38a36f,50,2,172.98,5,1,1,511,new_customers,[AKTIFCOCUK],
3aeeefae-a444-11e9-a2fc-000d3a38a36f,145,3,510.02,3,2,3,323,about_to_sleep,"[ERKEK, COCUK]",
